id,raw_no,category,year,event_name,period,start_date,end_date,venue,host,organizer,phone,fax,email,homepage
414,414,전시회,2022,제40회 맘앤베이비엑스포,2022.06.23~2022.06.26,2022-06-23,2022-06-26,전시홀 5,㈜유아림,㈜유아림,02-2236-2771~,070-8224-9006,nalee@yuarim.com,www.momnbabyexpo.co.kr
415,415,전시회,2022,2022 고양가구박람회,2022.06.23~2022.06.26,2022-06-23,2022-06-26,전시홀 1,고양시가구협동조합 / 경기고양시 일산가구협동조합,고양시가구협동조합 / 경기고양시 일산가구협동조합		,031-907-7802~,--,gagu7802@naver.com,https://goyang-gagufair.com/
416,416,전시회,2022,제14회 더골프쇼 KOREA 시즌2,2022.06.23~2022.06.26,2022-06-23,2022-06-26,전시홀 2A,㈜이엑스스포테인먼트,,02-356-4309~,0505-356-4309,thegolfshow@naver.com,www.thegolfshow.co.kr
417,417,전시회,2022,2022 RECARE 재활·복지박람회,2022.06.24~2022.06.26,2022-06-24,2022-06-26,전시홀 4,주식회사 메쎄케이,"(사)이아이엠코리아, (사)에스디지유스",3144-5516-~,3144-5518-,cykim@messek.com,www.recare.or.kr
418,418,전시회,2022,2022 세계태양에너지엑스포,2022.06.29~2022.07.01,2022-06-29,2022-07-01,"전시홀 3,전시홀 4A",세계태양에너지엑스포 조직위원회,"한국건설생활환경시험연구원, 충남창조경제혁신센터, 충북테크노파크, 녹색에너지연구원, 한국건물태양광협회, 한국태양에너지학회, 한국태양광발전학회, 전국태양광발전협회, 한국태양광공사협회, 한국태양광ESS리더스포럼, 솔라투데이, 인더스트리뉴스",02-719-6933~,02-715-8245,expo@infothe.com,www.exposolar.org
419,419,전시회,2022,킨텍스 상상체험 키즈월드(여름),2022.07.01~2022.08.21,2022-07-01,2022-08-21,전시홀 10,"그린투어, 제이투비","그린투어, 제이투비",070-4801-4184,--,,http://sangsangkidsworld.com/
420,420,전시회,2022,2022 대한민국 생활낚시박람회,2022.07.01~2022.07.03,2022-07-01,2022-07-03,전시홀 5A,㈜서울메쎄인터내셔널,,02-2284-0008~,02-2284-0005,kmy@seoulmesse.com,http://www.kofish.co.kr/main
421,421,이벤트,2022,싱어게인2 TOP10 전국투어 콘서트 - 일산,2022.07.02~2022.07.02,2022-07-02,2022-07-02,전시홀 1A,JTBC스튜디오,"(주)엠에이엔터테인먼트, (유)디온커뮤니케이션",1522-2274-~,--,dion2016@daum.net,http://ticket.yes24.com/Perf/42056
422,422,전시회,2022,2022 국제안전보건전시회,2022.07.04~2022.07.07,2022-07-04,2022-07-07,"전시홀 7,전시홀 8A",한국산업안전보건공단,(사)한국보호구협��,02-785-4771~,--,sales@safetyshow.co.kr,www.safetyshow.co.kr
423,423,전시회,2022,제 20회 국제 나노기술 심포지엄 및 융합전시회 / 아템페어 2022,2022.07.06~2022.07.08,2022-07-06,2022-07-08,"전시홀 4,전시홀 5A","산업통상자원부, 과학기술정보통신부","나노융합산업연구조합, 나노기술연구협의회",031-548-2036~,--,nkbiz@nanokorea.net,www.nanokorea.or.kr
424,424,이벤트,2022,송가인 전국투어 콘서트,2022.07.23~2022.07.23,2022-07-23,2022-07-23,전시홀 1A,주식회사 아이월드컴퍼니,"샘이기픈물, 포켓돌 스튜디오",1644-5455-~,--,,https://tickets.interpark.com/goods/22007864
425,425,전시회,2022,170회 서울 코믹월드 		,2022.07.23~2022.07.24,2022-07-23,2022-07-24,전시홀 4,에스이테크노 ㈜,,02-3142-2137~,--,setechno@hanmail.net,https://comicw.co.kr/
426,426,전시회,2022,2022 청소년 발명 페스티벌,2022.08.04~2022.08.06,2022-08-04,2022-08-06,전시홀 1A,특허청,한국발명진흥회,02-3459-2752~,--,kosie@kipa.org,https://ip-edu.net/
427,427,이벤트,2022,GS25  뮤직앤비어 페스티벌 2022,2022.08.06~2022.08.06,2022-08-06,2022-08-06,"전시홀 4,전시홀 5",지에스리테일,비이피씨탄젠트		,010-3882-8770~,02-554-4160,soonho@bepc.co.kr,www.instagram.com/gs25_official/
428,428,이벤트,2022,2022 하우스 오브 원더,2022.08.06~2022.08.07,2022-08-06,2022-08-07,"전시홀 7,전시홀 8",주식회사 노머스,,02-6409-9888~,--,jimin.kang@wonderwall.kr,https://hausofwonder.kr/
429,429,전시회,2022,대한민국 국제 관광박람회(대한민국 방방곡곡 여행박람회) / 아시아스마트관광산업대전,2022.08.11~2022.08.14,2022-08-11,2022-08-14,전시홀 3,대한민국 국제 관광박람회 조직위원회,㈜한국전시산업원,3785-3905-~,3785-3908-,info@ktourismshow.com,http://www.ktourismshow.com/
430,430,전시회,2022,반찬전,2022.08.12~2022.08.15,2022-08-12,2022-08-15,"전시홀 5A,전시홀 5B",한강메쎄,,02-6352-0710~,--,yeo@hangangmesse.co.kr,banchanshow.co.kr
431,431,전시회,2022,2022 미베 베이비엑스포 & 유아교육박람회,2022.08.12~2022.08.15,2022-08-12,2022-08-15,전시홀 4A,㈜미래전람,㈜미래전람,02-2238-0345~,02-2238-0348,miraefairs@naver.com,www.mibe.co.kr
432,432,이벤트,2022,"광복 77주년 코리안드림, 100년의 꿈 콘서트",2022.08.15~2022.08.15,2022-08-15,2022-08-15,"전시홀 7B,전시홀 8",통일을실천하는사람들,,070-5050-3805~,02-325-8509,lastkino@globalpeace.org,www.koreaunited.kr
433,433,전시회,2022,제61회 MBC건축박람회 / 2022 동아 정원 및 조경박람회 / 2022 서울 냉난방 및 건축설비 박람회 / 제33회 동아 홈&리빙페어 / 제24회 서울 기프트쇼 / 제22회 동아 차·공예 박람회 / 제20회 동아 스포츠·레저산업 박람회 / 2022 센덱스,2022.08.18~2022.08.21,2022-08-18,2022-08-21,"전시홀 1A,전시홀 2,전시홀 3A,전시홀 3B,전시홀 4A,전시홀 4B",(주)동아전람,,02-780-0366~,02-780-0368,dongaf@naver.com,www.dong-afairs.co.kr
434,434,전시회,2022,2022 전라북도 귀농귀촌 상담홍보전 (신바람 귀농귀촌 전라북도와 함께)		,2022.08.19~2022.08.21,2022-08-19,2022-08-21,전시홀 8B,전라북도,전라북도농어촌종합지원센터		,1577-3742-~,--,redplan@redgroup.kr,jbreturnhome.kr
435,435,전시회,2022,K-PRINT 2022 / K-Label 2022 / K-Sign & AD 2022,2022.08.25~2022.08.27,2022-08-25,2022-08-27,전시홀 7,㈜한국이앤엑스 / 대한인쇄문화협회,,02-551-0102~,--,kprint@kprint.kr,www.kprint.kr
436,436,전시회,2022,2022 여성발명왕EXPO		,2022.08.25~2022.08.27,2022-08-25,2022-08-27,전시홀 4A,특허청,한국여성발명협회		,070-7830-6522~,--,kwexpo@naver.com,www.kiwie.or.kr
437,437,전시회,2022,한국국제가구 및 인테리어산업대전		,2022.08.25~2022.08.28,2022-08-25,2022-08-28,"전시홀 1,전시홀 2",대한가구산업협동조합연합회,,995-5300-~,363-3949-,kofurn@kffic.kr,www.kofurn.or.kr
438,438,전시회,2022,2023학년도 대전&middot;세종&middot;충남&middot;충북 지역대학교 수시연합입시박람회,2022.08.27~2022.08.27,2022-08-27,2022-08-27,전시홀 6A,㈜아이앤유니,대전세종충남충북지역대학 입학관리자협의회		,02-2624-1800~,02-2624-1805,aje0404@hanmail.net,UEXPO.CO.KR
439,439,전시회,2022,2022 스마트건설 EXPO,2022.08.30~2022.09.01,2022-08-30,2022-09-01,"전시홀 6,전시홀 8",국토교통부,"한국건설기술연구원, 한국토지주택공사, 한국도로공사, 국가철도공단, 국토안전관리원, 국토교통과학기술진흥원	",031-924-7282~7283,--,2022scexpo@intercom.co.kr,http://www.2022smartconexpo.kr
440,440,전시회,2022,제15회 폐기물&middot;자원순환산업전 / 2022 한국 중장비 전시회 - 건설 및 환경장비 특별전,2022.08.31~2022.09.02,2022-08-31,2022-09-02,"전시홀 7A,전시홀 7B",㈜광륭,,02-599-1582~,--,info@re-tech.org,www.re-tech.org
441,441,전시회,2022,제6회 월드 스마트시티 엑스포,2022.08.31~2022.09.02,2022-08-31,2022-09-02,"전시홀 3,전시홀 4,전시홀 5","국토교통부, 과학기술정보통신부","한국토지주택공사, 한국수자원공사, ㈜킨텍스",031-995-8229~,--,smartcity@kintex.com,www.worldsmartcityexpo.com
442,442,전시회,2022,2022 국제물산업박람회,2022.08.31~2022.09.02,2022-08-31,2022-09-02,"전시홀 1,전시홀 2",한국상하수도협회,한국상하수도협회		,02-3156-7741~,02-3156-7799,jjk@kwwa.or.kr,www.waterkorea.kr
443,443,전시회,2022,2022 이차전지 소재부품 및 장비전/한국 소재 복합재료 및 장비전,2022.08.31~2022.09.03,2022-08-31,2022-09-03,전시홀 10B,㈜한국이앤엑스,,02-551-0102~,02-551-0103,battery@kbatteryshow.com,www.kbatteryshow.com
444,444,전시회,2022,H2 MEET 2022		,2022.08.31~2022.09.03,2022-08-31,2022-09-03,"전시홀 9,전시홀 10A",H2 MEET 조직위원회,"H2 MEET 조직위원회, 코트라, 킨텍스",3660-1894-~,--,h2@kama.or.kr,h2meet.com
445,445,전시회,2022,2022 헬스케어·스파 산업박람회,2022.09.15~2022.09.17,2022-09-15,2022-09-17,전시홀 1A,"충청남도, 아산시",헬스케어스파산업진흥원		,02-2152-5062~,--,joshua@ioconvex.com,https://hespafair.com/
446,446,전시회,2022,2022 오토살롱위크,2022.09.16~2022.09.18,2022-09-16,2022-09-18,"전시홀 3,전시홀 4,전시홀 5","국토교통부, 산업통상자원부","㈜서울메쎄, ㈜킨텍스",02-2284-0024~,--,info@autosalonweek.com,www.autosalonweek.com/2022
447,447,전시회,2022,금속산업대전 2022,2022.09.21~2022.09.23,2022-09-21,2022-09-23,"전시홀 3A,전시홀 3B",한국전람㈜,,02-783-8261~,02-784-6810,master1@ktfairs.com,www.korea-metal.com/
448,448,전시회,2022,대한민국방위산업전 2022,2022.09.21~2022.09.25,2022-09-21,2022-09-25,"전시홀 7,전시홀 8A,전시홀 8B",(사)대한민국육군협회,주식회사 디펜스엑스포,02-749-6987~,--,hjko@dxkorea.org,http://www.dxkorea.org
449,449,전시회,2022,DX KOREA 2022 전력지원체계 전시관		,2022.09.21~2022.09.25,2022-09-21,2022-09-25,전시홀 9,(사)대한민국육군발전협회,(사)대한민국군수산업연합회		,02-6121-6378~,02-6455-0941,komi@esgroup.net,www.dxkoreakomi.org
450,450,전시회,2022,궁디팡팡 캣페스타,2022.09.23~2022.09.25,2022-09-23,2022-09-25,전시홀 2,(주)캣페스타,,070-8866-6668~,--,gdppcat@naver.com,www.gdppcat.com
451,451,전시회,2022,2022-3차 국군장병 취업박람회		,2022.09.28~2022.09.28,2022-09-28,2022-09-28,전시홀 6,대한민국 국방부 / KB국민은행,국방전직교육원		,02-2006-6131~,--,moti@career.co.kr,https://moti.career.co.kr
452,452,전시회,2022,제 56회 코베 베이비페어&유아교육전		,2022.09.30~2022.10.03,2022-09-30,2022-10-03,"전시홀 9A,전시홀 9B",㈜메쎄이상,,02-6121-6458~,02-6121-6459,cobe@esgroup.net,www.cobe.co.kr
453,453,전시회,2022,핸드아티코리아&일러스트코리아,2022.09.30~2022.10.03,2022-09-30,2022-10-03,전시홀 7A,메쎄이상,,02-6121-6233~,--,"hmk@esgroup.net, ilko@esgroup.net","handarty.co.kr, illustrationkorea.co.kr "
454,454,전시회,2022,희귀반려동물박람회,2022.10.01~2022.10.02,2022-10-01,2022-10-02,전시홀 1A,렉사앤모런,렉사앤모런,031-528-1825~,050-8090-1825,,
455,455,전시회,2022,2022 국제아웃도어캠핑&레포츠페스티벌		,2022.10.01~2022.10.03,2022-10-01,2022-10-03,"전시홀 7B,전시홀 8",㈜메쎄이상,,02-6121-6388~,--,caf@esgroup.net,www.caf.co.kr
456,456,전시회,2022,국제 모빌리티 산업전,2022.10.05~2022.10.07,2022-10-05,2022-10-07,전시홀 1,"(재)아인글로벌, 대한무역투자진흥공사",,031-384-0301~,--,koaashow@koaashow.com,www.koaashow.com
457,457,전시회,2022,대한민국 뷰티박람회,2022.10.06~2022.10.08,2022-10-06,2022-10-08,"전시홀 4A,전시홀 5",킨텍스,,031-995-8213~,--,hwan@kintex.com,https://www.k-beautyexpo.co.kr/fairDash.do
458,458,전시회,2022,2022 카페&베이커리페어,2022.10.06~2022.10.09,2022-10-06,2022-10-09,전시홀 2,㈜미래전람,,02-2238-0346~,02-2238-0348,cafe_bakery@naver.com,https://www.cafenbakeryfair.com/main
459,459,전시회,2022,2022 경기국제웹툰페어,2022.10.06~2022.10.09,2022-10-06,2022-10-09,전시홀 3A,경기도,"경기콘텐츠진흥원, 킨텍스		",031-995-8769~8770,--,webtoonfair@kintex.com,www.webtoonfair.com
460,460,전시회,2022,제 2회 유통·물류 및 공급망관리 산업전,2022.10.12~2022.10.14,2022-10-12,2022-10-14,"전시홀 2A,전시홀 2B",주식회사 제이앤씨메쎄,"사단법인 한국SCM협회, ㈜첨단",02-338-3454~,02-338-3453,scmfair@naver.com,www.scmfair.kr
461,461,전시회,2022,22년도 제대(예정)군인 및 보훈가족을 위한 일자리 박람회,2022.10.13~2022.10.13,2022-10-13,2022-10-13,전시홀 9B,"제향군인회, 국방신문",사)제대군인지원협회		,02-6413-0308~,--,midas@coachjob.net,www.gbnjob.com
462,462,전시회,2022,제16회 한국국제냉난방공조전,2022.10.18~2022.10.21,2022-10-18,2022-10-21,"전시홀 1,전시홀 2B",,,--~,--,,
463,463,전시회,2022,2022 국제 공구 및 스마트 용접 자동화전,2022.10.18~2022.10.21,2022-10-18,2022-10-21,"전시홀 4A,전시홀 4B",한국공구공업협동조합,,02-711-0989~,02-3272-5059,7110989@naver.com,www.tool-welding.com
464,464,전시회,2022,2022 한국산업대전,2022.10.18~2022.10.21,2022-10-18,2022-10-21,"전시홀 2A,전시홀 3",,,--~,--,,
465,465,전시회,2022,2022 한국건설안전박람회		,2022.10.19~2022.10.21,2022-10-19,2022-10-21,전시홀 5,킨텍스,,031-995-8317~,--,kconsafetyexpo@kintex.com,www.k-consafetyexpo.com/
466,466,전시회,2022,제4회 앙데팡당KOREA 국제예술제,2022.10.25~2022.10.27,2022-10-25,2022-10-27,전시홀 6A,재단법인 유빈문화재단,피카디리국제미술관		,02-762-2005~,--,gpiccadilly3@naver.com,gpiccadilly.com
467,467,전시회,2022,2022 로보월드(국제로봇산업대전),2022.10.26~2022.10.29,2022-10-26,2022-10-29,"전시홀 1,전시홀 2,전시홀 3"," 산업통상자원부"," 한국로봇산업협회, 한국로봇산업진흥원, 제어&amp;middot;로봇&amp;middot;시스템학회",02-780-3074~,02-780-3062,info@robotworld.or.kr,http://www.robotworld.or.kr/
468,468,전시회,2022,제25회 대한민국우수상품전시회,2022.10.27~2022.10.29,2022-10-27,2022-10-29,"전시홀 4,전시홀 5","경기도,경기도경제과학진흥원",경기도경제과학진흥원		,031-259-6120~,--," osj@gbsa.or.kr",gfair.or.kr
469,469,전시회,2022,2022 대한민국 에너지대전,2022.11.02~2022.11.04,2022-11-02,2022-11-04,"전시홀 7,전시홀 8A",산업통상자원부,한국에너지공단,052-920-0303~0304,--,"leekw@energy.or.kr, qhrud07@energy.or.kr",koreaenergyshow.energy.or.kr
470,470,전시회,2022,2022 탄소중립 EXPO,2022.11.02~2022.11.04,2022-11-02,2022-11-04,전시홀 8,산업통상자원부,"대한상공회의소, 한국생산기술연구원, 한국산업지능화협회",070-4703-4031~,--,netzeroexpo_office@koiia.or.kr,https://netzeroexpo.or.kr/
471,471,전시회,2022,2022 소부장뿌리기술대전,2022.11.02~2022.11.04,2022-11-02,2022-11-04,전시홀 2,산업통상자원부,"한국산업기술진흥원, 한국산업기술평가관리원, 한국생산기술연구원, 대한무역투자진흥공사, 한국한국소재부품장비투자기관협의회, 킨텍스  ",031-995-8166~,--,techinside@kintex.com,techinsideshow.kr
472,472,전시회,2022,2022 스마트국토엑스포,2022.11.02~2022.11.04,2022-11-02,2022-11-04,전시홀 5,국토교통부,"한국국토정보공사, 한국토지주택공사, 국토연구원, 공간정보산업진흥원, 공간정보품질관리원, 한국공간정보산업협회, 한국공간정보산업협동조합",02-6737-3039~,02-6737-3039,exhibit@smartgeoexpo.kr,www.smartgeoexpo.kr
473,473,전시회,2022,제15회 더골프쇼 KOREA 시즌3,2022.11.03~2022.11.06,2022-11-03,2022-11-06,전시홀 10A,㈜이엑스스포테인먼트	,㈜이엑스스포테인먼트		,02-356-4309~,0505-356-4309,thegolfshow@naver.com,http://www.thegolfshow.co.kr
474,474,전시회,2022,제42회 맘앤베이비엑스포,2022.11.10~2022.11.13,2022-11-10,2022-11-13,"전시홀 2A,전시홀 2B",㈜유아림,㈜유아림		,02-2236-2771~,070-8224-9006,nalee@yuarim.com,www.momnbabyexpo.co.kr
475,475,전시회,2022,메가쇼 2022 시즌 2			,2022.11.10~2022.11.13,2022-11-10,2022-11-13,"전시홀 3,전시홀 4,전시홀 5B",메가쇼,메가쇼,02-6677-3477~,02-6677-0477,megashow@megashow.co.kr,www.megashow.co.kr
476,476,전시회,2022,트래블쇼 2022,2022.11.10~2022.11.13,2022-11-10,2022-11-13,전시홀 5A,메가쇼,메가쇼		,02-6677-3477~,02-6677-0477,megashow@megashow.co.kr,www.travelshow.co.kr
477,477,전시회,2022,2022 스마트리테일&middot;펫가전쇼,2022.11.18~2022.11.20,2022-11-18,2022-11-20,"전시홀 4A,전시홀 4B",,,--~,--,,
478,478,전시회,2022,제3회 베이프코리아엑스포		,2022.11.18~2022.11.20,2022-11-18,2022-11-20,전시홀 8A,"더페어스, 한국전자담배산업협회",,031-697-8260~,--,cykim@thefairs.co.kr,www.vapekorea.co.kr
479,479,전시회,2022,2022 메가주,2022.11.18~2022.11.20,2022-11-18,2022-11-20,"전시홀 1,전시홀 2,전시홀 3",(사)한국펫사료협회	,㈜메쎄이상		,02-6121-6420~,--,pet.es@esgroup.net,k-pet.co.kr
480,480,전시회,2022,2022 고양 디지털미디어테크쇼,2022.11.23~2022.11.25,2022-11-23,2022-11-25,"전시홀 3,전시홀 4","과학기술정보통신부, 고양시","정보통신산업진흥원(NIPA), KINTEX, 한국방송통신전파진흥원(KCA), DMTS 조직위원회		",031-995-8903~,--,sychoi@kintex.com,www.k-dmts.com
481,481,전시회,2022,콘텐츠 코리아 2022,2022.11.23~2022.11.25,2022-11-23,2022-11-25,전시홀 5,"㈜엑스포앤유, 아이러브캐릭터","㈜엑스포앤유, 아이러브캐릭터		",02-783-7979~,--,contents@exponu.com,www.contents-korea.com
482,482,전시회,2022,인공지능그랜드챌린지,2022.11.24~2022.11.24,2022-11-24,2022-11-24,Hall 6,과학기술정보통신부,정보통신기획평가원,02-730-0117~,--,aigrandchallenge2022@gmail.com,https://www.aigrandchallenge.or.kr/
483,483,전시회,2022,2022 국제아웃도어캠핑&레포츠페스티벌		,2022.11.25~2022.11.27,2022-11-25,2022-11-27,"전시홀 7B,전시홀 8",㈜메쎄이상,,02-6121-6388~,--,caf@esgroup.net,www.caf.co.kr
484,484,전시회,2022,2022 Sea Farm Show 수산양식 박람회,2022.12.01~2022.12.03,2022-12-01,2022-12-03,전시홀 8B,해양수산부,"채널A, 동아일보",070-7430-0417~,--,2022sfs@suplakorea.com,seafarmshow.com
485,485,전시회,2022,2022 대한민국 소상공인대회 및 기능경진대회,2022.12.02~2022.12.03,2022-12-02,2022-12-03,전시홀 3,중소벤처기업부,"소상공인연합회, 소상공인시장진흥공단",02-790-3222~,--,7903222@startline.co.kr,http://kfmefestival.co.kr/
486,486,이벤트,2022,2022 김호중 전국투어 콘서트,2022.12.03~2022.12.04,2022-12-03,2022-12-04,전시홀 1,생각엔터테인먼트,애플몬스터,--~,--,,
487,487,전시회,2022,애니메이션 X 게임 페스티벌 2022,2022.12.03~2022.12.04,2022-12-03,2022-12-04,"전시홀 7,전시홀 8A","AGF 2022 조직위원회 애니플러스, 대원미디어, 소니뮤직 재팬, 디앤씨미디어",,070-7162-7020~,--,sooj@aniplustv.com,http://www.agfkorea.com/
488,488,전시회,2022,2022 한국골프산업박람회		,2022.12.07~2022.12.09,2022-12-07,2022-12-09,전시홀 7,(사)한국골프장경영협회 부설 한국잔디연구소,"한국잔디연구소, (사)한국그린키퍼협회		",031-781-6440~,031-781-6443,albert631121@gmail.com,
